UserID,Date,Steps,CaloriesBurned,DistanceKm,SleepHours,HeartRate,FoodItem,CaloriesIntake,Protein_g,Fat_g,Carbs_g,WaterIntake_L,Mood,Recommendation
1940,2023-11-01,15108,2508,12.31,4.2,118,Pasta,2195,84.2,37.3,217.8,2.4,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1341,2023-01-30,5992,1706,3.81,5.4,105,Dal & Rice,2437,104.7,61.7,162.6,2.8,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1804,2023-01-12,1322,1451,1.06,8.9,111,Egg Wrap,2264,105.7,71.9,248.8,2.2,Sad,Try taking a short walk to stay active.
1851,2023-04-21,5332,1342,4.21,5.3,106,Fruit Smoothie,1520,96.1,87.5,189.7,1.6,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1303,2023-04-22,13968,2482,10.35,8.1,118,Fruit Smoothie,1290,112.5,78.5,288.4,2.0,Tired,Take a break and do something relaxing.
1763,2023-06-18,10442,1804,8.2,6.3,109,Egg Wrap,2432,125.1,39.2,158.4,2.3,Tired,Take a break and do something relaxing.
1373,2023-04-14,5441,3060,4.36,7.3,118,Dal & Rice,1749,49.8,48.7,366.9,3.9,Relaxed,Great job! Keep maintaining your healthy routine.
1949,2023-01-11,6972,3244,5.37,7.2,57,Egg Wrap,1945,133.6,32.6,175.3,0.9,Sad,Drink more water to stay hydrated.
1815,2023-12-13,1410,2332,0.88,5.2,109,Dal & Rice,1444,127.6,30.6,395.7,1.1,Stressed,Try taking a short walk to stay active.
1111,2023-11-25,1414,2321,0.88,7.1,57,Paneer Curry,1862,101.9,47.4,100.2,1.4,Relaxed,Try taking a short walk to stay active.
1877,2023-09-29,10992,2769,9.85,8.4,116,Oatmeal,1851,98.1,37.2,180.6,1.1,Stressed,Drink more water to stay hydrated.
1005,2023-01-14,18195,2073,15.39,4.8,60,Egg Wrap,2793,149.7,55.8,326.5,1.7,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1929,2023-06-24,15436,3331,11.03,5.5,94,Pasta,2223,123.3,51.0,248.9,1.5,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1702,2023-06-07,15544,1971,12.88,6.4,55,Fried Rice,1255,53.4,31.4,155.7,1.0,Happy,Drink more water to stay hydrated.
1845,2023-04-20,9432,3834,5.66,7.5,78,Pasta,1703,98.2,28.3,167.0,0.7,Stressed,Drink more water to stay hydrated.
1943,2023-06-01,16803,3985,12.59,5.6,99,Fried Rice,1466,97.4,40.9,281.1,1.8,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1278,2023-08-22,2357,2628,1.41,5.6,56,Fruit Smoothie,2165,33.7,86.7,338.9,3.0,Relaxed,Try taking a short walk to stay active.
1381,2023-05-21,18074,3813,13.33,7.9,118,Egg Wrap,2710,41.4,34.5,375.4,3.8,Sad,Take a break and do something relaxing.
1851,2023-04-29,16911,1236,13.88,8.3,60,Dal & Rice,2215,36.8,50.9,346.4,3.4,Relaxed,Great job! Keep maintaining your healthy routine.
1012,2023-01-09,5511,1765,4.2,5.7,118,Pasta,2762,84.7,60.2,280.2,1.3,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1302,2023-06-26,18669,2501,12.97,5.1,90,Grilled Fish,2618,149.6,82.6,387.2,3.9,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1555,2023-02-18,1114,3767,0.93,8.1,87,Fried Rice,1319,97.7,89.8,331.8,1.6,Relaxed,Try taking a short walk to stay active.
1616,2023-10-25,9927,2234,8.21,7.4,91,Fried Rice,2279,94.1,55.8,394.4,3.5,Relaxed,Great job! Keep maintaining your healthy routine.
1159,2023-11-29,3032,2037,2.56,6.0,91,Grilled Fish,1272,113.6,25.9,272.5,1.5,Stressed,Try taking a short walk to stay active.
1153,2023-05-29,5427,1208,4.22,8.6,95,Pasta,1397,93.1,36.3,129.5,3.3,Tired,Take a break and do something relaxing.
1753,2023-06-06,13680,1949,11.22,8.6,96,Chicken Salad,1421,105.4,65.8,387.4,1.0,Happy,Drink more water to stay hydrated.
1180,2023-04-02,8387,2174,7.11,7.7,76,Fried Rice,1545,77.2,75.0,193.0,2.4,Energetic,Great job! Keep maintaining your healthy routine.
1525,2023-06-01,14525,3492,10.48,8.7,76,Pasta,2314,138.2,76.8,332.3,2.7,Sad,Take a break and do something relaxing.
1179,2023-06-19,10247,2986,7.64,5.8,60,Veg Sandwich,2387,72.5,28.5,299.2,3.4,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1376,2023-03-25,3450,2046,2.72,8.1,61,Fruit Smoothie,1378,47.6,55.6,218.4,3.8,Stressed,Try taking a short walk to stay active.
1803,2023-12-25,14881,3535,11.1,6.8,98,Paneer Curry,2417,57.9,51.6,145.9,2.8,Tired,Take a break and do something relaxing.
1775,2023-11-23,10836,1250,6.86,4.7,111,Egg Wrap,1782,74.2,71.5,226.7,2.8,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1167,2023-02-17,7416,3412,6.66,6.3,72,Dal & Rice,2288,132.9,24.1,343.7,3.9,Happy,Great job! Keep maintaining your healthy routine.
1213,2023-12-01,5411,2741,4.69,4.1,90,Egg Wrap,1719,33.1,56.1,160.0,2.5,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1149,2023-08-05,6169,3976,5.22,7.9,109,Egg Wrap,1524,57.4,22.6,236.6,1.8,Energetic,Drink more water to stay hydrated.
1015,2023-03-18,6076,2013,5.3,7.1,79,Veg Sandwich,1500,68.7,23.7,165.9,0.7,Tired,Drink more water to stay hydrated.
1090,2023-02-12,2703,2640,1.82,4.4,85,Grilled Fish,2266,62.6,61.6,184.7,1.4,Energetic,Try taking a short walk to stay active.
1119,2023-09-21,5442,3905,4.55,6.6,69,Pasta,1704,44.1,73.3,394.6,0.7,Relaxed,Drink more water to stay hydrated.
1955,2023-03-04,12294,1770,8.38,4.7,95,Paneer Curry,2705,119.4,89.3,376.8,3.9,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1252,2023-09-02,18167,3894,15.73,6.4,107,Fruit Smoothie,2738,35.4,70.7,332.1,0.8,Sad,Drink more water to stay hydrated.
1059,2023-04-30,17812,1410,11.56,8.9,91,Oatmeal,2485,61.4,42.2,267.2,3.0,Sad,Take a break and do something relaxing.
1265,2023-11-15,11087,3335,9.76,6.2,63,Egg Wrap,2258,83.4,71.4,350.5,3.6,Relaxed,Great job! Keep maintaining your healthy routine.
1408,2023-09-19,10380,3998,7.64,4.9,71,Pasta,2268,49.5,89.1,362.6,1.2,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1030,2023-11-26,2450,2348,1.71,4.3,111,Fruit Smoothie,1505,130.0,77.2,389.6,2.1,Relaxed,Try taking a short walk to stay active.
1020,2023-09-07,2352,3205,2.06,4.2,76,Oatmeal,2978,113.4,32.2,193.5,1.8,Stressed,Try taking a short walk to stay active.
1730,2023-02-21,6019,2781,5.08,4.7,118,Oatmeal,1846,82.0,82.9,212.6,2.3,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1592,2023-10-04,3363,1359,2.74,4.4,79,Fried Rice,2229,97.3,32.8,122.9,1.0,Happy,Try taking a short walk to stay active.
1288,2023-05-22,10023,2912,7.5,4.0,105,Veg Sandwich,1213,68.3,83.1,306.8,1.9,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1542,2023-09-08,6155,3853,4.29,5.7,69,Veg Sandwich,1449,94.2,78.4,208.4,4.0,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1497,2023-11-10,5773,2880,3.73,5.5,117,Grilled Fish,2064,107.7,83.9,294.2,2.5,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1745,2023-08-13,4105,3395,3.66,8.3,110,Egg Wrap,2195,92.8,41.7,322.4,3.3,Tired,Try taking a short walk to stay active.
1473,2023-06-02,14304,3042,10.58,4.5,80,Dal & Rice,2433,143.3,50.0,383.0,1.7,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1404,2023-02-25,16026,2629,13.75,7.6,95,Chicken Salad,1308,82.3,74.5,250.9,2.4,Stressed,Take a break and do something relaxing.
1547,2023-12-05,15124,3243,11.27,8.2,64,Grilled Fish,2780,76.5,88.7,112.0,0.6,Energetic,Drink more water to stay hydrated.
1960,2023-01-09,9961,3184,7.64,4.9,83,Fruit Smoothie,2438,61.9,73.0,103.8,0.9,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1131,2023-08-29,15265,1203,11.3,4.5,99,Pasta,1424,147.1,38.4,365.1,3.7,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1323,2023-06-13,3443,1381,3.05,4.8,55,Chicken Salad,2537,66.1,84.4,391.0,0.9,Relaxed,Try taking a short walk to stay active.
1857,2023-05-13,17227,2715,11.38,4.1,100,Egg Wrap,2545,113.2,85.4,112.1,2.8,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1131,2023-03-22,11217,1291,6.86,5.1,67,Pasta,1381,67.1,51.4,173.4,0.7,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1520,2023-12-16,1869,2841,1.45,6.2,98,Fried Rice,2795,114.7,82.4,173.1,2.6,Stressed,Try taking a short walk to stay active.
1029,2023-05-15,4866,3786,3.34,4.0,96,Pasta,2181,86.2,58.2,207.9,0.9,Stressed,Try taking a short walk to stay active.
1626,2023-05-14,10313,1943,7.2,7.6,107,Egg Wrap,2441,148.6,71.9,370.3,2.5,Stressed,Take a break and do something relaxing.
1300,2023-02-21,16763,1963,14.81,4.0,69,Fried Rice,2078,86.7,41.5,258.1,3.8,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1003,2023-07-21,4359,2351,3.81,7.5,116,Chicken Salad,1520,146.6,30.7,324.5,3.1,Stressed,Try taking a short walk to stay active.
1324,2023-07-17,2753,3585,1.71,6.0,95,Grilled Fish,2597,88.2,64.5,173.8,1.0,Sad,Try taking a short walk to stay active.
1508,2023-04-16,6270,1984,5.62,4.9,111,Fruit Smoothie,2118,146.9,89.8,134.6,3.8,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1236,2023-11-07,6121,3167,4.18,7.9,98,Pasta,1421,69.9,78.0,174.1,2.0,Relaxed,Great job! Keep maintaining your healthy routine.
1534,2023-09-01,19493,2000,12.18,7.8,58,Fruit Smoothie,2074,79.1,82.3,206.1,3.2,Energetic,Great job! Keep maintaining your healthy routine.
1015,2023-08-21,15056,2710,9.99,5.5,78,Fried Rice,1394,103.7,68.3,202.1,2.9,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1533,2023-01-14,13919,2086,11.89,6.4,63,Paneer Curry,2909,102.0,58.5,149.1,1.5,Relaxed,Drink more water to stay hydrated.
1996,2023-08-13,2080,2720,1.8,7.2,92,Grilled Fish,2588,143.3,25.0,105.4,3.4,Stressed,Try taking a short walk to stay active.
1583,2023-07-30,14518,3788,10.2,6.5,83,Fruit Smoothie,2908,83.0,42.3,111.3,1.8,Relaxed,Drink more water to stay hydrated.
1815,2023-07-20,4978,3796,3.93,6.2,90,Egg Wrap,2173,108.4,56.7,214.6,2.0,Happy,Try taking a short walk to stay active.
1445,2023-06-14,3349,2663,2.22,5.6,91,Dal & Rice,2006,127.2,57.6,315.3,2.9,Tired,Try taking a short walk to stay active.
1992,2023-02-18,15274,1688,9.95,7.9,111,Fried Rice,1788,52.4,36.3,344.4,3.8,Relaxed,Great job! Keep maintaining your healthy routine.
1502,2023-05-13,7406,3559,6.58,4.9,56,Pasta,2873,135.4,81.2,171.9,2.6,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1955,2023-03-11,18843,3417,16.12,7.2,84,Veg Sandwich,2078,93.4,70.3,332.0,1.6,Tired,Drink more water to stay hydrated.
1229,2023-04-29,16389,1486,14.3,6.1,119,Pasta,2017,106.6,88.5,308.9,2.5,Energetic,Great job! Keep maintaining your healthy routine.
1106,2023-05-19,17533,3377,15.16,8.2,111,Pasta,2480,52.5,48.0,261.2,3.4,Relaxed,Great job! Keep maintaining your healthy routine.
1719,2023-08-31,16364,2166,14.11,8.2,108,Veg Sandwich,2042,35.9,65.1,217.5,2.2,Sad,Take a break and do something relaxing.
1388,2023-06-30,19940,2560,14.79,7.5,73,Veg Sandwich,2392,53.9,21.9,349.4,2.4,Stressed,Take a break and do something relaxing.
1719,2023-07-02,3407,2193,2.83,7.9,73,Dal & Rice,2506,93.0,20.7,275.7,1.6,Energetic,Try taking a short walk to stay active.
1262,2023-12-01,8299,2770,6.34,7.3,64,Pasta,2921,113.0,23.0,132.8,2.5,Energetic,Great job! Keep maintaining your healthy routine.
1562,2023-02-19,3730,1389,2.3,4.3,91,Chicken Salad,2589,63.4,58.0,341.1,3.0,Tired,Try taking a short walk to stay active.
1064,2023-06-30,9044,3941,5.79,6.9,73,Fruit Smoothie,2206,143.9,70.1,277.0,3.8,Energetic,Great job! Keep maintaining your healthy routine.
1264,2023-05-05,10595,1908,7.52,5.8,84,Fried Rice,2372,141.5,75.4,129.0,0.5,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1337,2023-08-19,10615,3810,7.4,6.5,116,Dal & Rice,1608,44.6,21.1,158.8,2.1,Energetic,Great job! Keep maintaining your healthy routine.
1300,2023-11-07,12497,3968,9.69,4.2,83,Grilled Fish,1282,99.3,32.7,334.7,2.7,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1377,2023-12-14,7841,2336,5.53,8.2,70,Paneer Curry,1696,69.4,22.6,241.9,2.0,Happy,Great job! Keep maintaining your healthy routine.
1174,2023-01-03,11846,3005,8.71,8.6,114,Dal & Rice,2041,108.8,38.6,341.5,0.6,Sad,Drink more water to stay hydrated.
1962,2023-06-22,7373,2791,5.35,8.3,95,Veg Sandwich,2106,46.5,60.4,122.5,0.8,Stressed,Drink more water to stay hydrated.
1151,2023-03-22,1235,2340,0.89,6.9,105,Grilled Fish,2665,55.9,51.1,277.1,2.9,Sad,Try taking a short walk to stay active.
1475,2023-10-02,13224,3224,9.89,8.1,63,Fried Rice,2224,113.2,59.4,121.3,3.5,Sad,Take a break and do something relaxing.
1265,2023-11-11,10508,3237,8.96,6.4,109,Fruit Smoothie,2988,85.3,55.3,334.6,3.1,Relaxed,Great job! Keep maintaining your healthy routine.
1328,2023-12-11,2041,2858,1.56,8.0,74,Fruit Smoothie,1503,98.1,78.0,324.2,1.0,Happy,Try taking a short walk to stay active.
1972,2023-08-07,5494,1873,4.65,6.4,80,Paneer Curry,1319,48.9,85.7,384.9,1.7,Energetic,Drink more water to stay hydrated.
1815,2023-05-20,5642,3075,3.71,8.3,107,Oatmeal,2764,39.6,46.7,214.2,1.1,Tired,Drink more water to stay hydrated.
1162,2023-03-04,5931,2096,4.53,5.6,113,Paneer Curry,1443,59.8,72.8,238.8,3.7,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1437,2023-01-27,17297,3413,14.07,8.8,116,Paneer Curry,1854,84.5,74.1,353.9,1.1,Energetic,Drink more water to stay hydrated.
1342,2023-07-15,17639,2087,12.57,4.2,98,Chicken Salad,2328,54.8,36.9,283.1,3.1,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1366,2023-06-01,2896,1553,2.44,6.7,75,Fruit Smoothie,2032,59.9,28.1,118.7,1.1,Relaxed,Try taking a short walk to stay active.
1464,2023-09-09,6269,3807,4.94,6.6,95,Egg Wrap,1353,82.6,53.4,283.4,2.8,Sad,Take a break and do something relaxing.
1749,2023-09-05,7563,2529,4.55,7.1,74,Fruit Smoothie,2342,48.7,42.2,377.6,3.0,Stressed,Take a break and do something relaxing.
1198,2023-06-03,1417,1270,1.2,6.6,97,Paneer Curry,1366,45.2,31.4,161.2,2.0,Sad,Try taking a short walk to stay active.
1499,2023-07-29,11714,1705,7.63,7.2,97,Grilled Fish,2849,124.6,54.1,234.8,1.7,Energetic,Drink more water to stay hydrated.
1015,2023-01-22,15758,2392,13.5,8.7,107,Fruit Smoothie,1447,35.2,64.6,253.1,3.2,Sad,Take a break and do something relaxing.
1820,2023-03-11,11187,3629,9.19,5.4,83,Pasta,2170,134.1,40.7,389.0,1.6,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1295,2023-01-19,8115,2011,6.6,7.6,57,Chicken Salad,2089,83.5,31.5,113.7,1.3,Stressed,Drink more water to stay hydrated.
1867,2023-04-11,12988,1546,10.51,6.9,85,Veg Sandwich,2657,146.3,45.7,318.5,1.4,Stressed,Drink more water to stay hydrated.
1510,2023-06-11,9252,1598,6.23,7.1,82,Veg Sandwich,2988,119.8,44.5,167.7,2.8,Stressed,Take a break and do something relaxing.
1787,2023-05-19,15726,3351,14.1,6.3,85,Dal & Rice,2515,148.8,59.6,344.7,1.8,Energetic,Drink more water to stay hydrated.
1983,2023-03-29,12410,3564,9.63,5.9,81,Dal & Rice,2118,68.7,62.2,135.5,1.1,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1238,2023-02-06,4031,2437,3.11,6.0,70,Oatmeal,1577,107.4,46.1,169.8,3.3,Sad,Try taking a short walk to stay active.
1580,2023-06-20,4731,1635,3.98,5.9,94,Fruit Smoothie,2120,55.5,30.6,246.1,3.8,Sad,Try taking a short walk to stay active.
1300,2023-09-17,18629,3085,11.83,8.5,109,Fruit Smoothie,2475,114.2,89.2,296.6,1.7,Happy,Drink more water to stay hydrated.
1005,2023-12-04,8942,3683,7.67,8.8,74,Grilled Fish,2547,35.6,88.5,133.2,0.5,Happy,Drink more water to stay hydrated.
1219,2023-09-28,17046,2089,13.33,8.1,62,Oatmeal,1721,64.0,65.3,218.2,2.6,Relaxed,Great job! Keep maintaining your healthy routine.
1765,2023-09-12,2121,3411,1.32,4.8,55,Chicken Salad,1394,112.2,59.7,114.3,3.3,Sad,Try taking a short walk to stay active.
1452,2023-05-20,13746,2512,10.43,5.4,106,Fruit Smoothie,2726,137.3,50.2,250.3,2.1,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1432,2023-03-09,12091,2268,10.47,5.1,68,Paneer Curry,1230,45.6,20.3,207.0,2.2,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1806,2023-03-09,12585,2808,11.0,7.8,93,Oatmeal,2382,80.5,54.7,245.8,1.8,Relaxed,Drink more water to stay hydrated.
1869,2023-06-18,5186,3249,4.1,4.0,103,Fried Rice,2808,42.0,63.4,210.9,2.6,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1385,2023-04-15,13046,2736,9.88,6.6,112,Pasta,2664,114.8,39.7,196.7,0.8,Stressed,Drink more water to stay hydrated.
1618,2023-11-11,15017,2549,11.28,7.3,115,Oatmeal,2112,76.5,63.7,175.5,2.5,Sad,Take a break and do something relaxing.
1294,2023-02-27,7410,2565,4.81,5.3,111,Egg Wrap,1448,109.7,63.9,117.5,2.9,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1117,2023-07-06,13485,1838,8.83,8.3,103,Oatmeal,1733,125.9,44.3,318.8,1.5,Sad,Drink more water to stay hydrated.
1404,2023-02-25,11167,2654,9.06,4.7,87,Fruit Smoothie,2188,78.3,56.7,283.6,2.3,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1679,2023-01-04,16766,1563,13.57,6.5,78,Paneer Curry,2170,55.7,83.6,353.7,1.3,Happy,Drink more water to stay hydrated.
1996,2023-10-12,6641,3601,3.99,6.0,99,Paneer Curry,2888,66.0,60.9,241.1,3.2,Sad,Take a break and do something relaxing.
1762,2023-01-17,17279,3045,12.18,6.4,55,Pasta,1959,95.9,38.7,322.3,2.5,Tired,Take a break and do something relaxing.
1593,2023-08-25,3491,3538,2.85,7.4,106,Grilled Fish,2762,80.8,39.8,111.1,0.6,Energetic,Try taking a short walk to stay active.
1565,2023-11-03,2627,3050,1.69,5.8,76,Veg Sandwich,2174,98.3,79.3,166.3,1.4,Tired,Try taking a short walk to stay active.
1751,2023-09-07,13299,2515,10.96,7.0,78,Grilled Fish,1838,83.8,22.0,314.3,0.7,Relaxed,Drink more water to stay hydrated.
1877,2023-01-24,16480,2121,11.7,4.5,100,Chicken Salad,2756,41.5,32.3,370.6,3.8,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1011,2023-10-27,1731,2726,1.53,4.6,86,Paneer Curry,2223,125.4,30.0,236.9,0.7,Sad,Try taking a short walk to stay active.
1208,2023-04-26,19294,1756,16.96,4.4,84,Oatmeal,1707,63.5,82.6,245.0,2.1,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1164,2023-08-26,19948,2164,13.13,6.4,72,Grilled Fish,1256,106.3,35.0,301.5,3.4,Happy,Great job! Keep maintaining your healthy routine.
1877,2023-06-18,14074,2637,11.88,8.9,85,Pasta,2878,36.9,48.5,137.9,3.1,Happy,Great job! Keep maintaining your healthy routine.
1293,2023-11-09,11567,2300,8.12,4.7,76,Oatmeal,1716,39.5,35.3,369.1,0.7,Tired,You’re low on rest. Aim for at least 7 hours tonight.
1910,2023-10-15,3283,3014,2.33,6.9,66,Egg Wrap,2579,87.7,40.9,366.7,0.6,Sad,Try taking a short walk to stay active.
1518,2023-08-29,11788,2372,10.1,5.6,64,Pasta,1266,70.0,63.2,194.3,4.0,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1077,2023-12-30,10386,3073,7.84,7.6,83,Fruit Smoothie,2475,31.1,42.8,120.5,0.6,Tired,Drink more water to stay hydrated.
1433,2023-10-25,11991,3822,9.78,4.3,56,Chicken Salad,1912,130.7,35.0,135.3,2.8,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1576,2023-10-17,10943,2675,7.62,6.0,86,Grilled Fish,1662,79.2,21.7,174.6,3.8,Energetic,Great job! Keep maintaining your healthy routine.
1613,2023-09-08,8522,2771,7.11,5.4,62,Pasta,2929,111.5,54.8,111.4,1.8,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1962,2023-06-14,1133,3924,0.93,5.1,83,Paneer Curry,1546,120.9,51.2,385.1,2.3,Relaxed,Try taking a short walk to stay active.
1868,2023-12-07,16305,2607,14.46,7.2,67,Fried Rice,2871,108.7,49.6,198.0,3.3,Relaxed,Great job! Keep maintaining your healthy routine.
1811,2023-05-21,3932,1968,2.58,7.1,73,Paneer Curry,2230,89.2,81.8,128.6,1.6,Stressed,Try taking a short walk to stay active.
1798,2023-04-30,4291,3529,2.89,6.0,115,Chicken Salad,2760,79.4,60.9,180.3,3.1,Sad,Try taking a short walk to stay active.
1682,2023-12-04,19559,1881,17.57,6.6,57,Veg Sandwich,2210,108.6,56.3,397.1,2.9,Sad,Take a break and do something relaxing.
1076,2023-06-10,10614,2135,8.39,5.4,62,Egg Wrap,2470,144.0,28.6,168.5,3.9,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1047,2023-04-15,12838,3172,8.22,6.3,84,Grilled Fish,1624,139.1,57.0,378.5,3.3,Happy,Great job! Keep maintaining your healthy routine.
1766,2023-12-04,12171,3232,9.99,7.9,63,Egg Wrap,2169,52.8,88.7,198.2,2.0,Relaxed,Great job! Keep maintaining your healthy routine.
1081,2023-04-02,14568,1431,9.47,5.5,109,Veg Sandwich,1450,72.2,85.2,237.2,2.1,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1894,2023-07-23,16687,3837,12.55,5.4,80,Pasta,2598,68.4,30.3,100.0,1.5,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1720,2023-02-09,13506,2473,11.96,7.2,77,Fruit Smoothie,2895,118.4,58.3,390.4,1.2,Sad,Drink more water to stay hydrated.
1208,2023-02-23,18715,3112,14.12,8.1,73,Paneer Curry,2826,62.2,77.0,238.8,3.3,Stressed,Take a break and do something relaxing.
1444,2023-03-30,9746,1389,7.6,8.1,105,Chicken Salad,2741,98.6,33.5,225.2,1.3,Relaxed,Drink more water to stay hydrated.
1970,2023-05-15,7438,2180,5.42,5.9,75,Oatmeal,1411,128.5,40.3,261.0,2.1,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1595,2023-01-02,7858,1363,6.62,4.4,77,Fried Rice,1235,72.5,23.2,251.8,1.6,Energetic,You’re low on rest. Aim for at least 7 hours tonight.
1521,2023-04-07,6557,2884,4.31,4.9,118,Oatmeal,2948,78.4,23.2,350.8,3.8,Relaxed,You’re low on rest. Aim for at least 7 hours tonight.
1028,2023-02-25,17020,3236,12.85,4.9,71,Veg Sandwich,2277,41.2,23.4,294.4,3.2,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1303,2023-12-26,4188,3776,2.95,4.8,88,Pasta,2655,51.7,58.9,128.0,2.6,Stressed,Try taking a short walk to stay active.
1993,2023-05-04,12941,3288,11.08,8.8,97,Grilled Fish,2067,89.7,36.3,213.9,2.7,Energetic,Great job! Keep maintaining your healthy routine.
1464,2023-07-04,1602,2729,1.18,5.8,90,Oatmeal,2473,60.4,21.0,312.4,2.5,Sad,Try taking a short walk to stay active.
1501,2023-05-05,1210,1510,0.81,6.9,105,Egg Wrap,2031,97.0,29.0,101.6,0.5,Energetic,Try taking a short walk to stay active.
1445,2023-11-30,18132,1512,15.74,6.1,102,Fruit Smoothie,2979,141.3,62.4,120.3,1.0,Sad,Drink more water to stay hydrated.
1627,2023-09-21,4407,1749,3.36,8.6,101,Egg Wrap,1804,43.1,75.1,285.4,2.6,Stressed,Try taking a short walk to stay active.
1489,2023-12-06,2227,2305,1.9,7.7,81,Pasta,1518,85.5,73.1,315.3,2.8,Happy,Try taking a short walk to stay active.
1780,2023-07-10,5886,2273,4.21,7.6,93,Chicken Salad,1586,128.7,57.0,216.6,2.6,Energetic,Great job! Keep maintaining your healthy routine.
1427,2023-12-04,2393,2442,2.12,6.3,97,Chicken Salad,1586,51.1,73.1,104.5,3.1,Stressed,Try taking a short walk to stay active.
1558,2023-08-03,12511,3888,10.08,7.7,77,Chicken Salad,2696,38.3,71.3,307.9,0.7,Happy,Drink more water to stay hydrated.
1358,2023-08-09,14357,1451,12.73,8.0,62,Veg Sandwich,1346,129.4,36.7,389.5,2.3,Stressed,Take a break and do something relaxing.
1959,2023-07-18,15072,2928,10.28,8.9,97,Fried Rice,2144,121.1,50.4,269.2,3.5,Tired,Take a break and do something relaxing.
1090,2023-12-10,14037,2800,10.95,4.7,72,Paneer Curry,2410,101.4,59.8,248.0,1.7,Sad,You’re low on rest. Aim for at least 7 hours tonight.
1052,2023-06-23,19831,3803,12.95,7.4,112,Fried Rice,1633,148.6,52.0,314.5,3.4,Sad,Take a break and do something relaxing.
1729,2023-08-05,16419,2875,10.1,5.0,59,Oatmeal,2422,60.2,57.0,250.7,0.6,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1859,2023-07-25,16528,1300,10.65,7.2,95,Veg Sandwich,1408,49.5,58.5,164.0,2.4,Sad,Take a break and do something relaxing.
1588,2023-03-08,10659,3556,8.75,5.2,85,Paneer Curry,1787,123.0,80.9,120.2,2.0,Stressed,You’re low on rest. Aim for at least 7 hours tonight.
1203,2023-06-23,2428,1900,2.09,4.4,97,Grilled Fish,2923,58.1,86.7,279.9,1.7,Happy,Try taking a short walk to stay active.
1555,2023-03-19,13541,3772,8.38,7.8,58,Veg Sandwich,2953,70.3,48.6,222.1,4.0,Tired,Take a break and do something relaxing.
1155,2023-11-19,9710,3421,6.88,6.0,96,Fried Rice,1710,81.9,42.7,361.8,2.1,Sad,Take a break and do something relaxing.
1001,2023-02-11,17346,1408,13.13,5.2,104,Fried Rice,1262,93.7,34.8,189.7,3.5,Happy,You’re low on rest. Aim for at least 7 hours tonight.
1356,2023-03-05,9938,1343,7.32,7.9,115,Pasta,2027,45.8,25.5,370.5,0.6,Energetic,Drink more water to stay hydrated.
1824,2023-11-25,19757,1308,12.22,6.0,72,Dal & Rice,1621,99.8,55.6,157.2,3.3,Sad,Take a break and do something relaxing.
